"Page","Image Role","Current Path","Current Size","Desktop Rendered","Mobile Rendered","Expected Ratio","CSS Behavior","Reused Roles","Separate Sizes Needed","Recommended Size","Max File Size","Format","Quality/Compression","Action","Notes","Alt","Loading","Fetch Priority","Width Attr","Height Attr","File Bytes"
"projects/esp32-rfid-access-control-system.html","hero","/assets/visuals/projects/heroes/esp32-rfid-access-control-system-hero.svg","267x150","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","no","no","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Lightweight project hero illustration; replace only with a stronger project-specific image at the same ratio. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","4610"
"projects/esp32-rfid-access-control-system.html","og:image","/assets/images/projects/project-b-10.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","119640"
"projects/esp32-rfid-inventory-tracker.html","og:image","/assets/images/projects/project-b-11.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","119732"
"projects/esp32-rgb-led-pattern-controller.html","og:image","/assets/images/projects/project-b-12.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","125346"
"projects/esp32-robot-arm-controller.html","og:image","/assets/images/projects/project-b-13.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","125804"
"projects/esp32-security-camera-system.html","og:image","/assets/images/projects/project-b-14.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","119056"
"projects/esp32-smart-door-lock.html","hero","/assets/visuals/projects/heroes/esp32-smart-door-lock-hero.svg","267x150","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","no","no","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Lightweight project hero illustration; replace only with a stronger project-specific image at the same ratio. Source is slightly smaller than desktop render; use a larger source for crisp high-DPI displays. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","4748"
"projects/esp32-smart-door-lock.html","og:image","/assets/images/projects/project-b-15.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","117412"
"projects/esp32-smart-energy-meter.html","og:image","/assets/images/projects/project-b-16.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","117042"
"projects/esp32-smart-irrigation-system.html","hero","/assets/images/generated/esp32-smart-irrigation-system.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","147140"
"projects/esp32-smart-irrigation-system.html","og:image","/assets/images/generated/esp32-smart-irrigation-system.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","147140"
"projects/esp32-smart-mailbox.html","og:image","/assets/images/projects/project-b-18.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","121790"
"projects/esp32-smart-parking-sensor.html","section illustration","/assets/visuals/projects/wiring/esp32-smart-parking-sensor-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Smart Parking Sensor wiring diagram","lazy","","1200","800","4939"
"projects/esp32-smart-parking-sensor.html","og:image","/assets/images/projects/project-b-19.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","121790"
"projects/esp32-smart-power-strip.html","og:image","/assets/images/projects/project-b-20.webp","1376x768","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","127510"
"projects/esp32-smart-street-light.html","section illustration","/assets/visuals/projects/wiring/esp32-smart-street-light-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Smart Street Light wiring diagram","lazy","","1200","800","4031"
"projects/esp32-smart-street-light.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-smart-thermostat.html","hero","/assets/images/generated/esp32-smart-thermostat.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","111858"
"projects/esp32-smart-thermostat.html","og:image","/assets/images/generated/esp32-smart-thermostat.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","111858"
"projects/esp32-soil-moisture-monitor.html","section illustration","/assets/visuals/projects/wiring/esp32-soil-moisture-monitor-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Soil Moisture Monitor wiring diagram","lazy","","1200","800","5749"
"projects/esp32-soil-moisture-monitor.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-soil-ph-monitor.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-uv-index-monitor.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-vibration-monitor.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-voice-controlled-relay.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-water-leak-detector.html","section illustration","/assets/visuals/projects/wiring/esp32-water-leak-detector-wiring.svg","unknown","720x481","358x239","3:2","object-fit:fill; object-position:50% 50%; max-height:none; css:720pxx480.656px; aspect-ratio:auto 1200 / 800","no","no","1200x800","160 KB","SVG preferred","SVG preferred for diagrams; PNG only for transparency/raster required","KEEP","Technical diagram/vector asset; do not replace with AI art.","ESP32 Water Leak Detector wiring diagram","lazy","","1200","800","5301"
"projects/esp32-water-leak-detector.html","og:image","/assets/images/og/esp32-engine-home.webp","1200x630","0x0","0x0","1.91:1","meta only; no rendered CSS","no","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","45924"
"projects/esp32-wifi-robot-controller.html","hero","/assets/images/generated/esp32-wifi-robot-controller.webp","1600x900","621x348","52x28","16:9","object-fit:cover; object-position:50% 50%; max-height:none; css:620.656pxx348.25px; aspect-ratio:auto","hero+og:image","yes: visible 16:9 asset plus dedicated 1200x630 OG crop","1600x900","220 KB","WebP","WebP q80-86 or AVIF q48-58","OPTIONAL REPLACE","Already optimized generated asset; preserve unless crop/content is specifically rejected. Missing/empty alt text; decorative is okay only when intentionally empty.","","eager","","","","116140"
"projects/esp32-wifi-robot-controller.html","og:image","/assets/images/generated/esp32-wifi-robot-controller.webp","1600x900","0x0","0x0","1.91:1","meta only; no rendered CSS","hero+og:image","no","1200x630","160 KB","WebP","WebP q78-84 or AVIF q45-55","KEEP","OG ratio matches social standard.","","","","1200","630","116140"
